Killer of Sheep,Charles Burnett,83,12/1/1979
Kimjongilia,N.C. Heikin,75,1/18/2009
Kind Hearts and Coronets,Robert Hamer,106,6/21/1949
King Kong,Merian C. Cooper and Ernest B. Schoedsack,100,3/7/1933
King Kong,Peter Jackson,187,12/5/2005
King of New York,Abel Ferrara,103,7/18/1990
King of the Hill,Steven Soderbergh,103,8/20/1993
Kingdom Come,Doug McHenry,94,2/8/2001
Kings of the Ring: Four Legends of Heavyweight Boxing,Bud Greenspan,,1/3/2000
Kinsey,Bill Condon,118,9/4/2004
Kippur,Amos Gitai,124,5/17/2000
Kiss Me (With Every Heartbeat),Alexandra-Therese Keining,105,
Kiss Me Deadly,Robert Aldrich,106,5/18/1955
Kiss Me  Guido,Tony Vitale,86,6/26/1997
Kiss of the Spider Woman,Hector Babenco,120,5/13/1985
Klute,Alan J. Pakula,114,6/23/1971
Knight and Day,James Mangold,109,6/16/2010
Knocked Up,Judd Apatow,129,3/12/2007
Knowing,Alex Proyas,121,3/9/2009
Koi... Mil Gaya (I Found Someone),Rakesh Roshan,171,8/8/2003
Koyaanisqatsi,Godfrey Reggio,86,4/27/1982
Kramer vs. Kramer,Robert Benton,105,12/19/1979
Kriemhild's Revenge,Fritz Lang,144,
Kurt & Courtney,Nick Broomfield,95,2/27/1998
L.A. Confidential,Curtis Hanson,138,5/14/1997
L.I.E.,Michael Cuesta,97,1/20/2001
L'Age d'Or,Luis Buñuel,60,11/28/1930
L'argent,Robert Bresson,85,5/18/1983
L'Atalante,Jean Vigo,89,4/24/1934
L'Avventura,Michelangelo Antonioni,143,5/15/1960
L'Eclisse,Michelangelo Antonioni,126,4/12/1962
La Bamba,Luis Valdez,108,1987-05
La belle noiseuse,Jacques Rivette,238,1991-05
La Captive,Chantal Akerman,118,
La Chienne,Jean Renoir,91,11/20/1931
La Dolce Vita,Federico Fellini,174,2/3/1960
La Grande Illusion,Jean Renoir,114,6/4/1937
La Haine,Mathieu Kassovitz,98,5/31/1995
La lectrice,Michel Deville,99,8/17/1988
La Notte,Michelangelo Antonioni,115,1/24/1961
La Poison,Sacha Guitry,85,
La Ronde,Max Ophüls,97,9/27/1950
La Strada,Federico Fellini,108,9/6/1954
Labyrinth,Jim Henson,101,6/27/1986
Ladder 49,Jay Russell,115,9/20/2004
Lady Snowblood,Toshiya Fujita,97,12/1/1973
Lagerfeld Confidential,Rodolphe Marconi,89,2/10/2007
Land Without Bread,Luis Buñuel,30,1933-12
Landscape in the Mist,Theodoros Angelopoulos,127,9/10/1988
Lantana,Ray Lawrence,121,6/8/2001
Lars and the Real Girl,Craig Gillespie,106,9/16/2007
Laser Mission,BJ Davis,84,
Last Chants for a Slow Dance,Jon Jost,90,1977
Last Days,Mark J. Harris,,2001
Last Days,Gus Van Sant,97,5/13/2005
Last Man Standing,Walter Hill,101,9/20/1996
Last Orders,Fred Schepisi,109,9/10/2001
Last Tango in Paris,Bernardo Bertolucci,136,10/14/1972
Last Year at Marienbad,Alain Resnais,94,6/25/1961
Laura,Otto Preminger,88,10/11/1944
Laurel Canyon,Lisa Cholodenko,103,5/18/2002
Laurence Anyways,Xavier Dolan,168,
Law Abiding Citizen,F. Gary Gray,109,9/23/2009
Lawrence of Arabia,David Lean,216,12/10/1962
Le Boucher,Claude Chabrol,93,2/27/1970
Le Dernier Combat (The Last Battle),Luc Besson,92,1983-01
Le Havre,Aki KaurismÃ¤ki,93,5/17/2011
Le Million,René Clair,81,2/4/1931
Le SamouraÃ¯,Jean-Pierre Melville,105,10/25/1967
Le Trou,Jacques Becker,132,3/18/1960
Leaves of Grass,Tim Blake Nelson,105,9/14/2009
Left Luggage,Jeroen KrabbÃ©,100,2/12/1998
Legally Blonde,Robert Luketic,96,6/26/2001
Legend,Ridley Scott,94,8/28/1985
Lemmy,Greg Olliver  Wes Orshoski,116,3/15/2010
Lemonade,Marc Colucci,36,2009-11
Leo,Mehdi Norowzian,104,9/11/2002
Léon: The Professional,Luc Besson,110,9/14/1994
Leonie,Hisako Matsui,102,9/8/2010
Les MisÃ©rables,Richard Boleslawski,108,4/3/1935
Les Misérables,Tom Hooper,158,12/5/2012
Let the Right One In,Tomas Alfredson,115,1/26/2008
Letter from an Unknown Woman,Max Ophüls,86,4/28/1948
Liar Liar,Tom Shadyac,86,3/21/1997
Life,,585,
Life as a House,Irwin Winkler,125,9/9/2001
Life Is Beautiful,Roberto Benigni,116,10/23/1998
Life of Brian,Terry Jones,94,8/17/1979
Life of Pi,Ang Lee,127,9/28/2012
Like Crazy,Drake Doremus,90,1/22/2011
Like Father Like Son,Rod Daniel,96,10/2/1987
Like Water for Chocolate,Alfonso Arau,105,4/16/1992
Lilies of the Field,Ralph Nelson,94,1963-06
Lilo & Stitch,Dean DeBlois  Chris Sanders,85,6/16/2002
Lily Sometimes,Catherine Breillat,103,40319
Lilya 4-Ever,Lukas Moodysson,109,
Limelight,Charles Chaplin,141,
Limite,Mario Peixoto,114,
Limitless,Neil Burger,105,3/8/2011
Lincoln,Steven Spielberg,150,10/8/2012
Lions for Lambs,Robert Redford,92,10/22/2007
Little Big Man,Arthur Penn,139,12/14/1970
Little Black Book,Nick Hurran,111,8/6/2004
Little Caesar,Mervyn LeRoy,79,1/9/1931
Little Children,Todd Field,136,9/1/2006
Little Miss Sunshine,Jonathan Dayton  Valerie Faris,101,1/20/2006
Little Women,Gillian Armstrong,115,12/21/1994
Live and Become,Radu Mihaileanu,140,2/11/2005
Live Free or Die Hard,Len Wiseman,128,6/12/2007
Local Hero,Bill Forsyth,111,
Loggerheads,Tim Kirkman,95,2005-01
Lola,Jacques Demy,90,3/3/1961
Lola Montès,Max Ophüls,116,12/23/1955
Lolita,Stanley Kubrick,152,6/12/1962
Lolita,Adrian Lyne,137,9/27/1997
Lone Star,John Sayles,135,6/21/1996
Lonesome,Paul Fejos,69,6/20/1928
Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,Stephen Vittoria,120,11/7/2012
Lord of the Flies,Peter Brook,92,1963-05
Lord of the Flies,Harry Hook,90,3/16/1990
Lore,Cate Shortland,109,41069
Los Olvidados,Luis Buñuel,85,11/9/1950
Loser,Amy Heckerling,98,7/20/2000
Losin' It,Curtis Hanson,100,4/8/1983
Lost Boys of Sudan,Megan Mylan  Jon Shenk,87,4/24/2003
Lost Highway,David Lynch,134,1/15/1997
Lost in Beijing (Ping guo),Yu Li,112,
Lost in the Pershing Point Hotel,Julia Jay Pierrepont III,107,6/9/2000
Lost in Translation,Sofia Coppola,101,37862
Louisiana Story,Robert Flaherty,78,9/28/1948
Loulou,Maurice Pialat,110,9/3/1980
Love,William Eubank,84,2/2/2011
Love & Basketball,Gina Prince-Bythewood,124,1/26/2000
Love Actually,Richard Curtis,135,9/7/2003
Love and Anarchy,Lina Wertmüller,120,
Love in the Time of Cholera,Mike Newell,139,10/4/2007
Love Me Tonight,Rouben Mamoulian,104,8/13/1932
Love Songs,Christophe HonorÃ©,100,5/18/2007
Love Streams,John Cassavetes,141,
Lovesickness,Carlitos Ruiz Ruiz  Mariem PÃ©rez Riera,,4/27/2007
Loving Couples,Mai Zetterling,118,23732
LucÃ­a,Humberto SolÃ¡s,160,1968-10
Lucas,David Seltzer,100,3/28/1986
Lumumba,Raoul Peck,115,5/14/2000
Lupin the Third: The Castle of Cagliostro,Hayao Miyazaki,110,12/15/1979
Lust  Caution,Ang Lee,157,8/30/2007
Luther,Eric Till,123,9/26/2003
M,Fritz Lang,117,5/11/1931
MÃ©diterranÃ©e,Jean-Daniel Pollet  Volker SchlÃ¶ndorff,44,1963
Maborosi,Hirokazu Koreeda,110,9/12/1995
MacGruber,Jorma Taccone,90,3/15/2010
Mad Max,George Miller,88,4/12/1979
Mad Max 2: The Road Warrior,George Miller,95,12/24/1981
Mad Max Beyond Thunderdome,George Miller  George Ogilvie,107,7/10/1985
Mad Money,Callie Khouri,104,1/9/2008
Madagascar,Eric Darnell  Tom McGrath,86,5/25/2005
Madagascar: Escape 2 Africa,Eric Darnell  Tom McGrath,89,10/30/2008
Mädchen in Uniform,Leontine Sagan  Carl Froelich,88,11654
Madeinusa,Claudia Llosa,100,
Magic Mike,Steven Soderbergh,110,6/24/2012
Magnolia,Paul Thomas Anderson,188,12/8/1999
Maid in Manhattan,Wayne Wang,105,12/13/2002
Make Way for Tomorrow,Leo McCarey,91,5/7/1937
Malcolm X,Spike Lee,202,11/18/1992
Malèna,Giuseppe Tornatore,109,10/27/2000
Malibu's Most Wanted,John Whitesell,86,4/10/2003
Malice,Harold Becker,107,9/29/1993
Mamma Mia!,Phyllida Lloyd,108,39629
Man Bites Dog,RÃ©my Belvaux  AndrÃ© Bonzel,95,1992-05
Man No Run,Claire Denis,90,
Man of Iron,Andrzej Wajda,153,5/2/1981
Man of Marble,Andrzej Wajda,165,2/25/1977
Man of the West,Anthony Mann,100,10/1/1958
Man on Fire,Tony Scott,146,4/21/2004
Man on the Moon,Milos Forman,118,12/20/1999
Man on Wire,James Marsh,94,1/22/2008
Man with a Movie Camera,Dziga Vertov,68,1/8/1929
Manderlay,Lars von Trier,139,5/16/2005
Manhattan,Woody Allen,96,4/25/1979
Manhunter,Michael Mann,119,8/15/1986
Manito,Eric Eason,78,1/15/2002
Marathon Man,John Schlesinger,125,10/6/1976
Maria Full of Grace,Joshua Marston,101,1/18/2004
Marie Antoinette,Sofia Coppola,123,38861
Marketa Lazarová,Frantisek Vlácil,162,11/24/1967
Marnie,Alfred Hitchcock,130,7/9/1964
Marriage  Italian Style,Vittorio De Sica,102,12/18/1964
Married to the Mob,Jonathan Demme,104,8/19/1988
Marty,Delbert Mann,90,4/11/1955
Mary and Max,Adam Elliot,92,1/15/2009
Mary Poppins,Robert Stevenson,139,
Masculin FÃ©minin,Jean-Luc Godard,110,3/22/1966
MASH,Robert Altman,116,1/25/1970
Master and Commander: The Far Side of the World,Peter Weir,138,11/14/2003
Match Point,Woody Allen,124,5/12/2005
Matchstick Men,Ridley Scott,116,9/2/2003
Matewan,John Sayles,135,
Max,Menno Meyjes,106,9/10/2002
Mayor of the Sunset Strip,George Hickenlooper,94,6/17/2003
Maze,Rob Morrow,97,10/10/2000
McCabe & Mrs. Miller,Robert Altman,120,6/24/1971
Me and My Gal,Raoul Walsh,79,12/4/1932
Me and Orson Welles,Richard Linklater,114,9/5/2008
Me and You and Everyone We Know,Miranda July,91,2005-01
Mea Maxima Culpa: Silence in the House of God,Alex Gibney,106,9/9/2012
Mean Girls,Mark Waters,97,4/19/2004
Mean Streets,Martin Scorsese,112,10/2/1973
Medea,Lars von Trier,77,4/1/1988
Meek's Cutoff,Kelly Reichardt,104,9/5/2010
Meet Joe Black,Martin Brest,178,11/2/1998
Meet Me in St. Louis,Vincente Minnelli,113,11/22/1944
Meet Monica Velour,Keith Bearden,98,2010-04
Meet the Fockers,Jay Roach,115,12/16/2004
Meet the Parents,Jay Roach,108,10/6/2000
Megamind,Tom McGrath,95,10/28/2010
Melancholia,Lars von Trier,130,5/18/2011
Melinda and Melinda,Woody Allen,99,9/17/2004
Memento,Christopher Nolan,113,9/5/2000
Memories of Underdevelopment,TomÃ¡s GutiÃ©rrez Alea,97,8/19/1968
Men in Black,Barry Sonnenfeld,98,7/2/1997
Men in Black 3,Barry Sonnenfeld,106,5/25/2012
Men in Black II,Barry Sonnenfeld,88,7/3/2002
Men of Honor,George Tillman Jr.,129,9/14/2000
Mercy Streets,Jon Gunn,106,10/31/2000
Mermaid (Rusalka),Anna Melikyan,115,
Mesrine: Killer Instinct,Jean-FranÃ§ois Richet,113,9/11/2008
Mesrine: Public Enemy #1,Jean-FranÃ§ois Richet,133,10/22/2008
Metropolis,Fritz Lang,153,1/10/1927
Metropolis,Rintaro,108,5/26/2001
Michael,Nora Ephron,105,12/25/1996
Microcosmos,Claude Nuridsany  Marie PÃ©rennou,80,1996-05
Middle of Nowhere,Ava DuVernay,97,
Midnight Cowboy,John Schlesinger,113,5/25/1969
Mighty Times: The Children's March,Robert Houston,40,2004
Mildred Pierce,Michael Curtiz,111,9/24/1945
Milk,Gus Van Sant,128,10/28/2008
Milk Money,Richard Benjamin,110,8/31/1994
Million Dollar Baby,Clint Eastwood,132,12/15/2004
Millions,Danny Boyle,98,9/14/2004
Minority Report,Steven Spielberg,145,6/17/2002
Miroir noir,Vincent Morisset,76,12/15/2008
MirrorMask,Dave McKean,101,1/25/2005
Mishima: A Life in Four Chapters,Paul Schrader,121,5/15/1985
Miss Bala,Gerardo Naranjo,113,5/13/2011
Miss Congeniality,Donald Petrie,109,12/14/2000
Miss Congeniality 2: Armed and Fabulous,John Pasquin,115,3/11/2005
Miss Pettigrew Lives for a Day,Bharat Nalluri,92,3/7/2008
Missing Link,Carol Hughes  David Hughes,91,1988-11
Mission: Impossible III,J.J. Abrams,126,4/24/2006
Mississippi Masala,Mira Nair,118,9/18/1991
Modern Times,Charlie Chaplin,87,2/5/1936
Mon Oncle,Jacques Tati,117,5/10/1958
Mona Lisa Smile,Mike Newell,117,12/19/2003
Monday's Girls,Ngozi Onwurah,50,9/12/1993
Mondo cane,Paolo Cavara  Gualtiero Jacopetti,108,3/30/1962
Money for Nothing,Ramón Menéndez,100,9/10/1993
Moneyball,Bennett Miller,133,9/9/2011
Monkeybone,Henry Selick,93,2/23/2001
Monsieur Verdoux,Charles Chaplin,124,4/11/1947
Monsoon Wedding,Mira Nair,114,
Monster,Patty Jenkins,109,11/16/2003
Monsters vs Aliens,Rob Letterman  Conrad Vernon,94,3/19/2009
Monsters  Inc.,Pete Docter  David Silverman,92,10/28/2001
Monty Python and the Holy Grail,Terry Gilliam  Terry Jones,91,3/14/1975
Moolaadé,Ousmane Sembene,124,
Moon,Duncan Jones,97,1/23/2009
Moonstruck,Norman Jewison,102,12/16/1987
Morning,Ami Canaan Mann,,9/20/2001
Mortal Kombat,Kevin Tancharoen,,
Morvern Callar,Lynne Ramsay,97,2002-05
Moscow Does Not Believe in Tears,Vladimir Menshov,144,
Mostly Martha,Sandra Nettelbeck,109,8/6/2001
Mother India,Mehboob Khan,172,2/14/1957
Moulin Rouge!,Baz Luhrmann,127,5/9/2001
Mozart and the Whale,Petter Næss,94,9/10/2005
Mr. Blandings Builds His Dream House,H.C. Potter,94,3/25/1948
Mr. Death: The Rise and Fall of Fred A. Leuchter  Jr.,Errol Morris,91,9/16/1999
Mr. Deeds,Steven Brill,96,
Mr. Deeds Goes to Town,Frank Capra,115,4/12/1936
Mr. Holland's Opus,Stephen Herek,143,12/29/1995
Mr. Hulot's Holiday,Jacques Tati,114,2/25/1953
Mr. Smith Goes to Washington,Frank Capra,129,10/17/1939
Mrs. Dalloway,Marleen Gorris,97,
Mrs. Miniver,William Wyler,134,
Much Ado About Nothing,Kenneth Branagh,111,5/7/1993
Much Ado About Nothing,Joss Whedon,109,9/8/2012
Mud,Jeff Nichols,130,
Mulholland Dr.,David Lynch,147,5/16/2001
Murder  My Sweet,Edward Dmytryk,95,12/9/1944
Murderball,Henry Alex Rubin  Dana Adam Shapiro,88,1/23/2005
Muriel's Wedding,P.J. Hogan,106,9/15/1994
Murmur of the Heart,Louis Malle,118,4/28/1971
Mutiny on the Bounty,Frank Lloyd,132,11/8/1935
My Architect,Nathaniel Kahn,116,4/13/2003
My Beautiful Laundrette,Stephen Frears,97,8/18/1985
My Best Friend's Girl,Howard Deutch,101,9/16/2008
My Big Fat Greek Wedding,Joel Zwick,95,2/22/2002
My Brilliant Career,Gillian Armstrong,100,1979-05
My Darling Clementine,John Ford,97,10/16/1946
My Fair Lady,George Cukor,170,10/21/1964
My Left Foot,Jim Sheridan,103,2/24/1989
My Man Godfrey,Gregory La Cava,94,9/6/1936
My Neighbor Totoro,Hayao Miyazaki,86,4/16/1988
My Night at Maud's,Eric Rohmer,110,5/15/1969
My Only Sunshine,Reha Erdem,121,10/17/2008
My Own Private Idaho,Gus Van Sant,104,9/12/1991
My Super Ex-Girlfriend,Ivan Reitman,95,7/20/2006
My Teacher's Wife,Bruce Leddy,89,11/10/1999
My Week with Marilyn,Simon Curtis,99,10/9/2011
Mysterious Skin,Gregg Araki,105,9/3/2004
Mystic River,Clint Eastwood,138,5/23/2003
N!ai  the Story of a K!ung Woman,John Marshall  Adrienne Miesmer,59,1980
Nacho Libre,Jared Hess,92,6/16/2006
Naked Lunch,David Cronenberg,115,12/27/1991
Nanook of the North,Robert J. Flaherty,79,6/11/1922
Napoleon,Abel Gance,240,4/7/1927
Napoleon Dynamite,Jared Hess,82,1/17/2004
Naqoyqatsi,Godfrey Reggio,89,9/2/2002
Nashville,Robert Altman,159,6/11/1975
National Treasure,Jon Turteltaub,131,11/8/2004
National Treasure: Book of Secrets,Jon Turteltaub,124,12/13/2007
National Velvet,Clarence Brown,123,12/14/1944
Nattlek,Mai Zetterling,105,24352
Natural Born Killers,Oliver Stone,118,8/26/1994
NausicaÃ¤ of the Valley of the Wind,Hayao Miyazaki,117,3/11/1984
Neil Young: Heart of Gold,Jonathan Demme,103,2/10/2006
Nell,Michael Apted,112,12/14/1994
Nenette and Boni,Claire Denis,103,
Network,Sidney Lumet,121,11/14/1976
New York Beat Movie,Edo Bertoglio,72,1981
New York  I Love You,Fatih Akin  Yvan Attal,103,2008-09
Next Stop Wonderland,Brad Anderson,104,1/17/1998
Nicholas Nickleby,Douglas McGrath,132,12/27/2002
Night and Fog,Alain Resnais,32,1955
Night of the Comet,Thom Everhardt,95,
Night of the Living Dead,George A. Romero,96,10/1/1968
Nights of Cabiria,Federico Fellini,110,5/10/1957
Ninja Assassin,James McTeigue,99,9/29/2009
Ninotchka,Ernst Lubitsch,110,10/6/1939
No Country for Old Men,Ethan Coen  Joel Coen,122,5/19/2007
No Fear  No Die,Claire Denis,90,9/5/1990
No Man's Land,Danis Tanovic,98,5/12/2001
No Place on Earth,Janet Tobias,83,9/10/2012
No Strings Attached,Ivan Reitman,108,1/11/2011
No Such Thing,Hal Hartley,102,2001-05
No Way Out,Roger Donaldson,114,8/14/1987
Norma Rae,Martin Ritt,110,3/2/1979
North by Northwest,Alfred Hitchcock,136,7/17/1959
North Country,Niki Caro,126,9/12/2005
Nosferatu,F.W. Murnau,94,2/17/1922
Nosferatu the Vampyre,Werner Herzog,107,1/17/1979
Nostalgia for the Light,Patricio GuzmÃ¡n,90,5/14/2010
Notes on a Scandal,Richard Eyre,92,12/25/2006
Nothing But the Truth,Rod Lurie,108,9/8/2008
Notorious,Alfred Hitchcock,101,8/15/1946
Notorious,George Tillman Jr.,122,1/16/2009
November,Greg Harrison,73,1/18/2004
Now and Then,Lesli Linka Glatter,100,10/20/1995
Now  Voyager,Irving Rapper,117,10/22/1942
Nowhere Boy,Sam Taylor-Wood,98,10/29/2009
Nowhere in Africa,Caroline Link,141,12/27/2001
O Brother  Where Art Thou?,Joel Coen,106,5/13/2000
Obsessed,Steve Shill,108,4/23/2009
Ocean's Eleven,Steven Soderbergh,116,12/5/2001
Ocean's Twelve,Steven Soderbergh,125,12/8/2004
Oceans,Jacques Perrin  Jacques Cluzaud,104,10/17/2009
October (Ten Days that Shook the World),G. Aleksandrov  S. M. Eisenstein,142,1/20/1928
Odd Man Out,Carol Reed,116,1/30/1947
Of Gods and Men,Xavier Beauvois,122,5/18/2010
Office Space,Mike Judge,89,2/19/1999
Oklahoma!,Fred Zinnemann,145,
Old Joy,Kelly Reichardt,76,
Oldboy,Chan-wook Park,120,11/21/2003
Olivier  Olivier,Agnieszka Holland,110,
Olympia Part One: Festival of the Nations,Leni Riefenstahl,121,4/20/1938
On the Beach,Stanley Kramer,134,12/17/1959
On the Downlow,Abigail Child,56,4/26/2007
On the Town,Stanley Donen  Gene Kelly,98,12/8/1949
On the Waterfront,Elia Kazan,108,6/24/1954
Once Upon a Time in America,Sergio Leone,229,2/17/1984
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,150,5/21/2011
Once Upon a Time in China,Hark Tsui,134,8/15/1991
Once Upon a Time in Mexico,Robert Rodriguez,102,8/27/2003
Once Upon a Time in the West,Sergio Leone,175,12/21/1968
One Day,Lone Scherfig,107,40763
One Flew Over the Cuckoo's Nest,Milos Forman,133,11/19/1975
One True Thing,Carl Franklin,127,9/18/1998
One-Eyed Jacks,Marlon Brando,141,3/30/1961
Ong-bak,Prachya Pinkaew,108,1/21/2003
Onibaba,Kaneto Shindo,103,11/21/1964
Only Angels Have Wings,Howard Hawks,121,5/12/1939
Only God Forgives,Nicolas Winding Refn,90,
Only When I Dance,Beadie Finzi,78,
Only You,Norman Jewison,115,9/17/1994
Open Range,Kevin Costner,139,8/11/2003
Open Water,Chris Kentis,79,10/26/2003
Open Your Eyes,Alejandro AmenÃ¡bar,117,12/19/1997
Ordet,Carl Theodor Dreyer,126,1/10/1955
Ordinary People,Robert Redford,124,9/19/1980
Orphan,Jaume Collet-Serra,123,7/21/2009
Orphans of the Storm,D.W. Griffith,150,12/28/1921
Orpheus,Jean Cocteau,95,3/1/1950
Osama,Siddiq Barmak,83,5/20/2003
Ossessione,Luchino Visconti,140,5/16/1943
Our Hospitality,Jack Blystone  Buster Keaton,65,11/19/1923
Our Idiot Brother,Jesse Peretz,90,1/22/2011
Our Man in Havana,Carol Reed,111,
Out of Africa,Sydney Pollack,161,12/10/1985
Out of the Past,Jacques Tourneur,97,11/13/1947
Out of Time,Carl Franklin,105,9/7/2003
Outrage,Kirby Dick,90,4/24/2009
Outside Satan,Bruno Dumont,110,5/16/2011
Over the Top,Menahem Golan,93,2/12/1987
Owning Mahowny,Richard Kwietniowski,104,1/23/2003
Oz the Great and Powerful,Sam Raimi,130,2/14/2013
Paisan,Roberto Rossellini,125,9/18/1946
Pale Flower,Masahiro Shinoda,96,
Palindromes,Todd Solondz,100,9/3/2004
Pan's Labyrinth,Guillermo del Toro,118,5/27/2006
Pandora and the Flying Dutchman,Albert Lewin,122,1951-02
Pandora's Box,Georg Wilhelm Pabst,109,1/30/1929
Pang shen feng,Chih Hui Chang,85,1976
Panic Room,David Fincher,112,3/29/2002
Papillon,Franklin J. Schaffner,151,12/16/1973
Paradise Now,Hany Abu-Assad,90,2/14/2005
Paranormal Activity,Oren Peli,86,10/14/2007
Paris Is Burning,Jennie Livingston,71,9/13/1990
Paris  Texas,Wim Wenders,147,5/19/1984
Partner,Bernardo Bertolucci,105,9/23/1968
Passenger,Andrzej Munk  Witold Lesiewicz,62,9/20/1963
Pat Garrett & Billy the Kid,Sam Peckinpah,122,5/23/1973
Patch Adams,Tom Shadyac,115,10/21/1998
Pather Panchali,Satyajit Ray,119,8/26/1955
Pathfinder,Marcus Nispel,99,1/11/2007
Paths of Glory,Stanley Kubrick,88,9/18/1957
Patton,Franklin J. Schaffner,172,2/4/1970
Paul,Greg Mottola,104,2/14/2011
Pay It Forward,Mimi Leder,123,10/12/2000
Paycheck,John Woo,119,12/25/2003
Pearl Harbor,Michael Bay,183,5/21/2001
Pearl Jam Twenty,Cameron Crowe,109,9/10/2011
Pearl Jam: Immagine in Cornice - Live in Italy 2006,Danny Clinch,,9/25/2007
Peeping Tom,Michael Powell,101,4/7/1960
Peking Opera Blues,Hark Tsui,104,9/6/1986
Pelikaanimies,Liisa Helminen,90,38338
Pépé le Moko,Julien Duvivier,94,1/28/1937
Performance,Donald Cammell  Nicolas Roeg,105,8/3/1970
Perfume: The Story of a Murderer,Tom Tykwer,147,9/7/2006
Persepolis,Marjane Satrapi and Vincent Paronnaud,96,
Persona,Ingmar Bergman,85,10/18/1966
Peter Ibbetson,Henry Hathaway,88,
Philadelphia,Jonathan Demme,125,12/23/1993
Phone Booth,Joel Schumacher,81,9/10/2002
Pi,Darren Aronofsky,84,1998-01
Picasso Baby: A Performance Art Film,Mark Romanek,11,8/2/2013
Pickpocket,Robert Bresson,75,12/16/1959
Pickup on South Street,Samuel Fuller,80,5/29/1953
Picnic at Hanging Rock,Peter Weir,115,8/8/1975
Pieces of April,Peter Hedges,80,1/19/2003
Pierrot le Fou,Jean-Luc Godard,110,8/29/1965
Pingu-Pongu,Fumihiko Sori,114,7/20/2002
Pink Flamingos,John Waters,93,3/17/1972
Pinocchio,Norman Ferguson  T. Hee,88,2/7/1940
Pinocchio,Roberto Benigni,108,10/11/2002
Pirate Radio,Richard Curtis,135,4/1/2009
Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,151,6/24/2006
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,143,6/28/2003
Planes  Trains & Automobiles,John Hughes,93,11/25/1987
Planet Earth,,550,
Planet of the Apes,Franklin J. Schaffner,112,2/8/1968
Planet of the Apes,Tim Burton,119,7/26/2001
Platoon,Oliver Stone,120,12/19/1986
Playtime,Jacques Tati,115,12/16/1967
Pleasantville,Gary Ross,124,9/17/1998
Please Vote for Me,Weijun Chen,58,9/6/2007
Point Blank,John Boorman,92,8/30/1967
Pollock,Ed Harris,122,9/6/2000
Poltergeist,Tobe Hooper,114,6/4/1982
Ponyo,Hayao Miyazaki,101,7/19/2008
Pootie Tang,Louis C.K.,81,6/29/2001
Popatopolis,Clay Westervelt,75,6/10/2009
Popeye,Robert Altman,114,12/12/1980
Porco Rosso,Hayao Miyazaki,94,7/18/1992
Port of Shadows,Marcel Carné,91,
Possession,Joel Bergvall  Simon Sandquist,85,2008
Praying with Anger,M. Night Shyamalan,101,9/12/1992
Precious,Lee Daniels,110,1/16/2009
Predator,John McTiernan,107,6/12/1987
Predator 2,Stephen Hopkins,108,11/19/1990
Premonition,Mennan Yapo,96,3/12/2007
Pretty Woman,Garry Marshall,119,3/23/1990
Prime Cut,Michael Ritchie,88,6/28/1972
Primer,Shane Carruth,77,1/16/2004
Prince of Persia: The Sands of Time,Mike Newell,116,5/9/2010
Princess Mononoke,Hayao Miyazaki,134,7/12/1997
Prisoners,Denis Villeneuve,153,8/30/2013
Prizzi's Honor,John Huston,130,6/13/1985
Project A 2,Jackie Chan,101,8/19/1987
Project Nim,James Marsh,93,1/20/2011
Project X,Jonathan Kaplan,108,4/17/1987
Prometheus,Ridley Scott,124,5/30/2012
Proof,Jocelyn Moorhouse,86,1991-05
Proof,John Madden,100,9/5/2005
Proof of Life,Taylor Hackford,135,12/4/2000
Psycho,Alfred Hitchcock,109,6/16/1960
Public Enemies,Michael Mann,140,6/18/2009
Pulp Fiction,Quentin Tarantino,154,5/12/1994
Pumpkin,Anthony Abrams  Adam Larson Broder,113,1/14/2002
Punch-Drunk Love,Paul Thomas Anderson,95,5/19/2002
Pure Imagination: The Story of 'Willy Wonka and the Chocolate Factory',J.M. Kenny,30,11/13/2001
Quadrophenia,Franc Roddam,117,5/14/1979
Quartet,Dustin Hoffman,98,9/9/2012
Queen Christina,Rouben Mamoulian,99,12/26/1933
Queen Margot,Patrice ChÃ©reau,162,5/13/1994
Quo Vadis,Mervyn LeRoy,171,11/8/1951
Rabbit-Proof Fence,Phillip Noyce,94,2/4/2002
Race to Nowhere,Vicki Abeles  Jessica Congdon,85,10/10/2009
Rachel Getting Married,Jonathan Demme,113,9/3/2008
Rad,Hal Needham,91,3/21/1986
Radio Days,Woody Allen,88,1/30/1987
Raging Bull,Martin Scorsese,129,11/14/1980
Raiders of the Lost Ark,Steven Spielberg,115,6/12/1981
Rain Man,Barry Levinson,133,12/12/1988
Raise the Red Lantern,Yimou Zhang,125,9/10/1991
Raising Arizona,Joel Coen,94,3/6/1987
Rambo,Sylvester Stallone,92,1/23/2008
Rambo: First Blood Part II,George P. Cosmatos,96,5/22/1985
Ran,Akira Kurosawa,162,6/1/1985
Rancho Notorious,Fritz Lang,89,
Rashomon,Akira Kurosawa,88,8/25/1950
Rat Race,Jerry Zucker,112,7/30/2001
Ratatouille,Brad Bird  Jan Pinkava,111,6/22/2007
Ray,Taylor Hackford,152,9/12/2004
Real Life,Albert Brooks,99,3/2/1979
