The Girl Who Kicked the Hornet's Nest,Daniel Alfredson,147,11/27/2009
The Girl Who Played with Fire,Daniel Alfredson,129,9/18/2009
The Girl with the Dragon Tattoo,Niels Arden Oplev,152,2/27/2009
The Girl with the Dragon Tattoo,David Fincher,158,12/12/2011
The Girlfriend Experience,Steven Soderbergh,77,1/20/2009
The Girls,Mai Zetterling,100,25097
The Given Word,Anselmo Duarte,98,4/17/1962
The Gleaners & I,Agnès Varda,82,7/6/2000
The Goddess,Yonggang Wu,73,
The Godfather,Francis Ford Coppola,175,3/15/1972
The Godfather: Part II,Francis Ford Coppola,200,12/12/1974
The Godfather: Part III,Francis Ford Coppola,162,12/20/1990
The Gods Must Be Crazy,Jamie Uys,109,9/10/1980
The Gold Rush,Charles Chaplin,95,6/26/1925
The Golden Coach,Jean Renoir,103,12/3/1952
The Golden Compass,Chris Weitz,113,11/27/2007
The Golden Thread,Ritwik Ghatak,143,1965
The Good Shepherd,Robert De Niro,167,12/11/2006
The Good  the Bad and the Ugly,Sergio Leone,161,12/23/1966
The Goodbye Girl,Herbert Ross,111,11/30/1977
The Gospel According to St. Matthew,Pier Paolo Pasolini,137,9/4/1964
The Gospel According to the Papuans,Thomas BalmÃ¨s,52,4/5/2000
The Graduate,Mike Nichols,106,12/21/1967
The Grandmaster,Kar Wai Wong,130,1/8/2013
The Grapes of Wrath,John Ford,129,1/24/1940
The Great Buck Howard,Sean McGinly,90,1/18/2008
The Great Dictator,Charles Chaplin,125,
The Great Escape,John Sturges,172,6/20/1963
The Great White Hype,Reginald Hudlin,91,5/3/1996
The Great White Silence,Herbert G. Ponting,108,
The Green Mile,Frank Darabont,189,12/6/1999
The Grey,Joe Carnahan,117,12/11/2011
The Guys,Jim Simpson,84,9/11/2002
The Hangover,Todd Phillips,100,5/30/2009
The Happening,M. Night Shyamalan,91,6/11/2008
The Harder They Come,Perry Henzell,120,1972
The Harvest of Sorrow,Tony Palmer,102,1998
The Haunting,Robert Wise,112,1963-08
The Heartbreak Kid,Elaine May,106,12/17/1972
The Heiress,William Wyler,115,10/6/1949
The Hidden Fortress,Akira Kurosawa,139,12/28/1958
The Hills Have Eyes,Wes Craven,89,7/22/1977
The Hired Hand,Peter Fonda,90,
The Hobbit: An Unexpected Journey,Peter Jackson,169,11/28/2012
The Hobbit: The Desolation of Smaug,Peter Jackson,161,
The Holy Girl,Lucrecia Martel,106,5/6/2004
The Holy Mountain,Alejandro Jodorowsky,114,
The Homecoming,Peter Hall,111,10/29/1973
The Horse Thief,Zhuangzhuang Tian  Peicheng Pan,88,1986
The Hot Spot,Dennis Hopper,130,1990-08
The Hotel New Hampshire,Tony Richardson,109,3/9/1984
The Hours,Stephen Daldry,114,12/18/2002
The House Is Black,Forugh Farrokhzad,20,1963
The House of Mirth,Terence Davies,140,8/5/2000
The Housemaid,Ki-young Kim,111,11/3/1960
The Hunchback of Notre Dame,William Dieterle,117,12/29/1939
The Hunted,William Friedkin,94,3/11/2003
The Hunting of the President,Nickolas Perry  Harry Thomason,90,1/23/2004
The Hurricane,Norman Jewison,146,9/17/1999
The Hurt Locker,Kathryn Bigelow,131,9/4/2008
The Hustler,Robert Rossen,134,9/25/1961
The Ice Storm,Ang Lee,112,5/12/1997
The Idiots,Lars von Trier,117,5/20/1998
The Illusionist,Neil Burger,110,4/27/2006
The Illusionist,Sylvain Chomet,80,2/16/2010
The Imaginarium of Doctor Parnassus,Terry Gilliam,123,5/22/2009
The Impossible,J.A. Bayona,114,9/9/2012
The Incredible Shrinking Man,Jack Arnold,81,2/22/1957
The Incredibles,Brad Bird,115,10/27/2004
The Informant!,Steven Soderbergh,108,9/7/2009
The Intruder,Claire Denis,130,
The Invasion,Oliver Hirschbiegel,99,8/17/2007
The Iron Gate,Youssef Chahine,77,1958-07
The Iron Giant,Brad Bird,86,7/31/1999
The Island,Michael Bay,136,7/11/2005
The Italian Job,F. Gary Gray,111,5/30/2003
The Jacket,John Maybury,103,1/23/2005
The Jazz Singer,Alan Crosland,88,10/6/1927
The Jerk,Carl Reiner,94,12/14/1979
The Jewel of the Nile,Lewis Teague,106,12/4/1985
The Joneses,Derrick Borte,96,9/13/2009
The Jungle Book,Wolfgang Reitherman,78,10/18/1967
The Karate Kid,John G. Avildsen,126,6/22/1984
The Karate Kid,Harald Zwart,140,6/10/2010
The Kentucky Fried Movie,John Landis,83,8/10/1977
The Kid Brother,Ted Wilde  J.A. Howe,82,1/17/1927
The Kid with a Bike,Jean-Pierre Dardenne  Luc Dardenne,87,5/15/2011
The Kids Are All Right,Lisa Cholodenko,106,
The Killer,John Woo,111,1989-03
The Killers,Robert Siodmak,103,8/28/1946
The Killing Fields,Roland JoffÃ©,141,11/2/1984
The Killing of a Chinese Bookie,John Cassavetes,135,2/15/1976
The King of Comedy,Martin Scorsese,109,12/18/1982
The King's Speech,Tom Hooper,118,9/6/2010
The Ladies Man,Jerry Lewis,95,6/28/1961
The Lady Eve,Preston Sturges,94,2/25/1941
The Lady from Shanghai,,87,12/24/1947
The Lady Vanishes,Alfred Hitchcock,96,
The Ladykillers,Alexander Mackendrick,91,12/8/1955
The Land of the Wandering Souls,Rithy Panh,100,8/19/2000
The Last Emperor,Bernardo Bertolucci,163,10/4/1987
The Last Ice Merchant,Sandy Patch,14,4/22/2012
The Last Klezmer: Leopold Kozlowski  His Life and Music,Yale Strom,85,2/14/1994
The Last Laugh,F.W. Murnau,77,12/23/1924
The Last Metro,FranÃ§ois Truffaut,131,9/17/1980
The Last Mimzy,Bob Shaye,90,2007-01
The Last Picture Show,Peter Bogdanovich,118,10/3/1971
The Last Samurai,Edward Zwick,154,11/22/2003
The Last Seduction,John Dahl,110,5/26/1994
The Last Station,Michael Hoffman,112,9/4/2009
The Last Supper,Stacy Title,92,9/8/1995
The Last Temptation of Christ,Martin Scorsese,164,8/12/1988
The Last Waltz,Martin Scorsese,117,4/26/1978
The Last Wave,Peter Weir,106,11/5/1977
The Lavender Hill Mob,Charles Crichton,81,6/26/1951
The Lawnmower Man,Brett Leonard,107,3/6/1992
The Lazarus Effect,Lance Bangs,32,5/24/2010
The League of Extraordinary Gentlemen,Stephen Norrington,110,7/11/2003
The Ledge,Matthew Chapman,101,1/21/2011
The Legend of Bagger Vance,Robert Redford,126,10/29/2000
The Legend of Billie Jean,Matthew Robbins,96,7/19/1985
The Legend of Drunken Master,Chia-Liang Liu,102,2/3/1994
The Leopard,Luchino Visconti,187,3/28/1963
The Life and Death of Colonel Blimp,Michael Powell  Emeric Pressburger,163,6/10/1943
The Life of Emile Zola,William Dieterle,116,8/11/1937
The Lion in Winter,Anthony Harvey,134,10/30/1968
The Lion King,Roger Allers  Rob Minkoff,89,6/15/1994
The Lionshare,Josh Bernhard,65,4/30/2009
The Long Goodbye,Robert Altman,112,3/7/1973
The Long Kiss Goodnight,Renny Harlin,121,10/11/1996
The Long Way Home,Mark Jonathan Harris,120,9/19/1997
The Lord of the Rings,Ralph Bakshi,132,11/15/1978
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,178,12/10/2001
The Lord of the Rings: The Return of the King,Peter Jackson,201,12/1/2003
The Lord of the Rings: The Two Towers,Peter Jackson,179,12/5/2002
The Lost Boys,Joel Schumacher,97,7/31/1987
The Lost Weekend,Billy Wilder,101,11/16/1945
The Luzhin Defence,Marleen Gorris,109,
The Machinist,Brad Anderson,101,1/18/2004
The Mad Masters,Jean Rouch,36,1955
The Magic of Belle Isle,Rob Reiner,109,6/1/2012
The Magnificent Ambersons,Orson Welles,88,7/10/1942
The Majestic,Frank Darabont,152,12/11/2001
The Maltese Falcon,John Huston,100,10/3/1941
The Man,Joseph Sargent,93,7/19/1972
The Man from Laramie,Anthony Mann,104,8/31/1955
The Man in Grey,Leslie Arliss,90,8/6/1943
The Man in the Moon,Robert Mulligan,99,8/30/1991
The Man Who Cried,Sally Potter,100,36771
The Man Who Fell to Earth,Nicolas Roeg,139,3/18/1976
The Man Who Had His Hair Cut Short,AndrÃ© Delvaux,94,9/5/1966
The Man Who Knew Too Much,Alfred Hitchcock,120,4/30/1956
The Man Who Shot Liberty Valance,John Ford,123,4/13/1962
The Man Who Skied Down Everest,Bruce Nyznik  Lawrence Schiller,86,9/19/1975
The Man Who Wasn't There,Joel Coen,116,5/13/2001
The Man with the Golden Arm,Otto Preminger,119,
The Manchurian Candidate,John Frankenheimer,126,10/24/1962
The Manchurian Candidate,Jonathan Demme,129,7/22/2004
The Marriage of Maria Braun,Rainer Werner Fassbinder,120,2/20/1979
The Masque of the Red Death,Roger Corman,89,6/24/1964
The Master,Paul Thomas Anderson,144,9/1/2012
The Matrix,The Wachowski Brothers  The Wachowski Brothers,136,3/31/1999
The Matrix Reloaded,The Wachowski Brothers  The Wachowski Brothers,138,5/7/2003
The Men Who Stare at Goats,Grant Heslov,94,9/8/2009
The Messenger,Oren Moverman,113,1/19/2009
The Messengers,Oxide Pang  Danny Pang,90,2/2/2007
The Mighty,Peter Chelsom,100,1998-05
The Milk of Sorrow,Claudia Llosa,95,
The Mirror,Andrei Tarkovsky,108,3/7/1975
The Mission,Roland JoffÃ©,125,5/16/1986
The Money Pit,Richard Benjamin,91,3/26/1986
The Mortal Storm,Frank Borzage,100,6/14/1940
The Mother and the Whore,Jean Eustache,217,5/17/1973
The Mothman Prophecies,Mark Pellington,119,1/25/2002
The Motorcycle Diaries,Walter Salles,126,1/15/2004
The Mummy,Stephen Sommers,125,4/16/1999
The Mummy Returns,Stephen Sommers,130,4/29/2001
The Muppet Christmas Carol,Brian Henson,85,12/11/1992
The Muppet Movie,James Frawley,95,5/31/1979
The Music Never Stopped,Jim Kohlberg,105,1/20/2011
The Music Room,Satyajit Ray,100,1958
The Musketeer,Peter Hyams,104,9/7/2001
The Nail of Brightness,Lino Brocka,125,7/16/1975
The Naked Gun: From the Files of Police Squad!,David Zucker,85,12/2/1988
The Naked Spur,Anthony Mann,91,2/6/1953
The Namesake,Mira Nair,122,
The Nashville Sound,Robert Elfstrom  David Hoffman,85,1970
The Nasty Girl,Michael Verhoeven,94,2/15/1990
The Natural,Barry Levinson,134,5/11/1984
The Net,Irwin Winkler,114,7/28/1995
The NeverEnding Story,Wolfgang Petersen,102,4/6/1984
The New World,Terrence Malick,135,12/25/2005
The Night of the Hunter,Charles Laughton,93,7/26/1955
The Night of the Iguana,John Huston,125,8/6/1964
The Night of the Shooting Stars,Paolo Taviani  Vittorio Taviani,105,9/16/1982
The Night of Truth,Fanta Régina Nacro,100,
The Notebook,Nick Cassavetes,123,5/20/2004
The Nutty Professor,Jerry Lewis,107,6/4/1963
The Official Story,Luis Puenzo,112,4/3/1985
The Omega Code,Robert Marcarelli,100,8/27/1999
The Opponent,Eugene Jarecki,90,10/20/2000
The Opposite of Sex,Don Roos,105,1998-01
The Orphanage,J.A. Bayona,105,5/20/2007
The Other Woman,Don Roos,102,9/16/2009
The Others,Alejandro AmenÃ¡bar,101,8/2/2001
The Outlaw Josey Wales,Clint Eastwood,135,6/30/1976
The Ox-Bow Incident,William A. Wellman,75,5/8/1943
The Paleface,Norman Z. McLeod,91,12/24/1948
The Palm Beach Story,Preston Sturges,88,11/2/1942
The Passenger,Michelangelo Antonioni,126,2/28/1975
The Passion of Joan of Arc,Carl Th. Dreyer,110,4/21/1928
The Passion of the Christ,Mel Gibson,127,2/25/2004
The Patriot,Roland Emmerich,165,6/27/2000
The Patsy,King Vidor,78,4/22/1928
The Phantom Carriage,Victor Sjöström,93,1/1/1921
The Phantom of the Opera,Rupert Julian,93,9/6/1925
The Phenix City Story,Phil Karlson,100,7/9/1955
The Philadelphia Story,George Cukor,112,12/23/1940
The Pianist,Roman Polanski,142,
The Piano,Jane Campion,121,5/15/1993
The Piano Teacher,Michael Haneke,131,5/14/2001
The Picture of Dorian Gray,Albert Lewin,110,3/1/1945
The Pillow Book,Peter Greenaway,126,5/12/1996
The Pink Panther,Blake Edwards,115,12/19/1963
The Pink Panther Strikes Again,Blake Edwards,103,12/16/1976
The Pirates! Band of Misfits,Peter Lord  Jeff Newitt,88,3/28/2012
The Pixar Story,Leslie Iwerks,87,8/28/2007
The Place Beyond the Pines,Derek Cianfrance,140,9/7/2012
The Player,Robert Altman,124,4/3/1992
The Polar Express,Robert Zemeckis,100,10/21/2004
The Postman Always Rings Twice,Tay Garnett,113,5/2/1946
The Power of One,John G. Avildsen,127,3/27/1992
The Prestige,Christopher Nolan,130,10/17/2006
The Princess and the Frog,Ron Clements  John Musker,97,11/25/2009
The Princess Bride,Rob Reiner,98,9/18/1987
The Princess Diaries,Garry Marshall,115,7/29/2001
The Producers,Mel Brooks,88,11/22/1967
The Public Enemy,William A. Wellman,83,4/23/1931
The Punisher,Jonathan Hensleigh,124,4/16/2004
The Puppetmaster,Hsiao-hsien Hou,142,9/13/1993
The Purple Rose of Cairo,Woody Allen,82,3/1/1985
The Pursuit of Happyness,Gabriele Muccino,117,12/15/2006
The Quarrel,Eli Cohen,85,9/11/1991
The Queen,Stephen Frears,103,9/2/2006
The Quest for the Holy Grail Locations,Julian Doyle,47,10/23/2001
The Quiet Earth,Geoffrey Murphy,91,9/8/1985
The Quiet Man,John Ford,129,6/6/1952
The Rapture,Michael Tolkin,100,9/6/1991
The Reader,Stephen Daldry,124,12/10/2008
The Reckless Moment,Max Ophüls,82,10/17/1949
The Red and the White,Miklós Jancsó,90,11/4/1967
The Red Shoes,Michael Powell  Emeric Pressburger,133,9/6/1948
The Return,Andrey Zvyagintsev,105,6/25/2003
The Return of the Pink Panther,Blake Edwards,113,5/21/1975
The Right Stuff,Philip Kaufman,193,10/21/1983
The Ring,Gore Verbinski,115,10/2/2002
The Ringer,Barry W. Blaustein,94,12/23/2005
The River Rat,Tom Rickman,93,9/28/1984
The Road,,111,
The Road to Ruin,Dorothy Davenport and Melville Shyer,62,12499
The Robe,Henry Koster,135,9/16/1953
The Rocky Horror Picture Show,Jim Sharman,100,8/14/1975
The Rookie,John Lee Hancock,127,3/26/2002
The Royal Tenenbaums,Wes Anderson,110,10/5/2001
The Rules of the Game,Jean Renoir,110,7/7/1939
The Runaways,Catherine Breillat,106,40202
The Rundown,Peter Berg,104,9/22/2003
The Running Man,Paul Michael Glaser,101,11/13/1987
The Sandlot,David Mickey Evans,101,4/7/1993
The Saragossa Manuscript,Wojciech Has,182,2/9/1965
The School of Rock,Richard Linklater,108,9/9/2003
The Score,Frank Oz,124,7/9/2001
The Scorpion King,Chuck Russell,92,4/15/2002
The Sea Inside,Alejandro Amenábar,125,9/3/2004
The Searchers,John Ford,119,3/13/1956
The Secret Garden,Agnieszka Holland,101,
The Secret in Their Eyes,Juan JosÃ© Campanella,129,8/13/2009
The Secret of Kells,Tomm Moore  Nora Twomey,75,1/30/2009
The Secret of My Succe$s,Herbert Ross,111,4/7/1987
The Seduction of Mimi,Lina Wertmüller,121,
The September Issue,R.J. Cutler,90,1/16/2009
The Servant,Joseph Losey,116,1963-09
The Seventh Seal,Ingmar Bergman,96,2/16/1957
The Seventh Victim,Mark Robson,71,8/21/1943
The Shaolin Temple,Hsin-yan Chang,95,1/21/1982
The Shawshank Redemption,Frank Darabont,142,9/10/1994
The Shining,Stanley Kubrick,146,5/23/1980
The Shipping News,Lasse HallstrÃ¶m,111,12/18/2001
The Shop on Main Street,JÃ¡n KadÃ¡r  Elmar Klos,128,10/8/1965
The Sign of the Cross,Cecil B. De Mille,108,11/30/1932
The Silence,Ingmar Bergman,96,
The Silence of the Lambs,Jonathan Demme,118,1/30/1991
The Simpsons Movie,David Silverman,87,7/21/2007
The Sixth Sense,M. Night Shyamalan,107,8/2/1999
The Slanted Screen,Jeff Adachi,60,3/12/2006
The Slumber Party Massacre,Amy Holden Jones,84,
The Smiling Madame Beudet,Germaine Dulac,54,11/9/1923
The Snake Pit,Anatole Litvak,108,11/4/1948
The Social Network,David Fincher,120,9/24/2010
The Soloist,Joe Wright,117,4/24/2009
The Sorrow and the Pity,Marcel OphÃ¼ls,251,9/18/1969
The Soul of a Man,Wim Wenders,103,5/16/2003
The Sound of Music,Robert Wise,174,3/2/1965
The Spider's Stratagem,Bernardo Bertolucci,100,1970-08
The Spiderwick Chronicles,Mark Waters,96,1/31/2008
The Spirit of the Beehive,Víctor Erice,97,10/8/1973
The Square,Jehane Noujaim,104,
The Squid and the Whale,Noah Baumbach,81,2005-01
The Station Agent,Tom Mccarthy,89,1/26/2003
The Stepford Wives,Bryan Forbes,115,2/12/1975
The Stepford Wives,Frank Oz,93,6/6/2004
The Sting,George Roy Hill,129,12/25/1973
The Story of a Cheat,Sacha Guitry,81,9/18/1936
The Story of the Last Chrysanthemum,Kenji Mizoguchi,142,10/13/1939
The Straight Story,David Lynch,112,5/21/1999
The Stranger,Orson Welles,95,5/25/1946
The Sum of All Fears,Phil Alden Robinson,124,5/29/2002
The Sun,Aleksandr Sokurov,110,
The Sweet Hereafter,Atom Egoyan,112,5/14/1997
The Sword in the Stone,Wolfgang Reitherman,79,12/25/1963
The Syrian Bride,Eran Riklis,97,8/11/2004
The Tailor of Panama,John Boorman,109,2/11/2001
The Taking of Pelham 1 2 3,Tony Scott,106,6/4/2009
The Talented Mr. Ripley,Anthony Minghella,139,12/12/1999
The Taste of Tea,Katsuhito Ishii,143,5/13/2004
The Tempest,Julie Taymor,110,9/11/2010
The Ten Commandments,Cecil B. de Mille,220,10/5/1956
The Terminal,Steven Spielberg,128,6/9/2004
The Terminator,James Cameron,107,10/26/1984
The Testament of Dr. Mabuse,Fritz Lang,122,
The Texas Chain Saw Massacre,Tobe Hooper,83,10/1/1974
The Texas Chainsaw Massacre,Marcus Nispel,98,10/15/2003
The Thief of Bagdad,Raoul Walsh,155,3/18/1924
The Thin Blue Line,Errol Morris,103,8/25/1988
The Thin Man,W.S. Van Dyke,91,5/25/1934
The Thin Red Line,Terrence Malick,170,12/23/1998
The Thing,John Carpenter,109,6/25/1982
The Third Man,Carol Reed,104,8/31/1949
The Tiger of Eschnapur,Fritz Lang,101,
The Time Machine,George Pal,103,8/17/1960
The Time Machine,Simon Wells,96,3/4/2002
The Time Traveler's Wife,Robert Schwentke,107,8/14/2009
The Times of Harvey Milk,Robert Epstein,90,10/7/1984
The Tin Drum,Volker SchlÃ¶ndorff,142,5/3/1979
The Towering Inferno,John Guillermin,165,
The Transporter,Cory Yuen,92,10/2/2002
The Travelling Players,Theodoros Angelopoulos,230,1975-07
The Treasure of the Sierra Madre,John Huston,126,1/24/1948
The Tree of Life,Terrence Malick,139,5/16/2011
The Tree of Wooden Clogs,Ermanno Olmi,186,1978-05
The Trial,David Jones,120,5/13/1993
The Trip,Michael Winterbottom,107,2010-09
The Umbrellas of Cherbourg,Jacques Demy,91,2/19/1964
The Unbelievable Truth,Hal Hartley,90,1989-04
The Union: The Business Behind Getting High,Brett Harvey,104,6/8/2007
The Unknown,Tod Browning,63,6/4/1927
The Untold Story of Emmett Louis Till,Keith A. Beauchamp,70,8/17/2005
The Untouchables,Brian De Palma,119,6/2/1987
The Usual Suspects,Bryan Singer,106,1995-01
The Vanishing,George Sluizer,107,8/29/1988
The Village,M. Night Shyamalan,108,7/26/2004
The Virgin Suicides,Sofia Coppola,97,36299
The Visual Bible: The Gospel of John,Philip Saville,125,9/11/2003
The Wages of Fear,Henri-Georges Clouzot,131,4/22/1953
The War Game,Peter Watkins,48,11/1/1965
The War of the Worlds,Byron Haskin,85,7/29/1953
The Warrior,Sung-su Kim,158,9/7/2001
The Warriors,Walter Hill,92,2/1/1979
The Way of the Dragon,Bruce Lee,100,12/30/1972
The Weather Man,Gore Verbinski,102,10/20/2005
The Wedding Banquet,Ang Lee,106,1993-02
The Wedding Planner,Adam Shankman,103,1/26/2001
The Wedding Singer,Frank Coraci,95,2/13/1998
The Wheel,Abel Gance,273,2/17/1923
The White Balloon,Jafar Panahi,85,1995-05
The White House: Behind Closed Doors,Dana Calderwood,,11/26/2008
The White Ribbon,Michael Haneke,144,5/21/2009
The Whole Nine Yards,Jonathan Lynn,98,2/17/2000
The Wicker Man,Robin Hardy,88,1973-12
The Wild Bunch,Sam Peckinpah,145,6/18/1969
The Wizard of Oz,Victor Fleming,101,8/12/1939
The Wolf Man,George Waggner,70,12/9/1941
The Woman in the Window,Fritz Lang,107,
The World According to Garp,George Roy Hill,136,7/23/1982
The World of Apu,Satyajit Ray,105,5/1/1959
The World's End,Edgar Wright,109,7/18/2013
The World's Fastest Indian,Roger Donaldson,127,9/10/2005
The Wrestler,Darren Aronofsky,109,9/5/2008
The Wrong Man,Alfred Hitchcock,105,12/22/1956
The X Files: I Want to Believe,Chris Carter,104,7/24/2008
The Young Girls of Rochefort,Jacques Demy,120,3/8/1967
The Young One,Luis Buñuel,95,1960-05
The Yum Yum Girls,Barry Rosen,93,1976
Thelma & Louise,Ridley Scott,130,5/24/1991
Thelonious Monk: Straight  No Chaser,Charlotte Zwerin,90,10/25/1988
There Will Be Blood,Paul Thomas Anderson,158,9/27/2007
Thief,Michael Mann,122,3/27/1981
Things to Come,William Cameron Menzies,100,2/20/1936
Things We Lost in the Fire,Susanne Bier,118,9/26/2007
Thir13en Ghosts,Steve Beck,91,10/23/2001
Thirst,Chan-wook Park,133,4/30/2009
Thirteen,Catherine Breillat,100,37638
Thirty Two Short Films About Glenn Gould,FranÃ§ois Girard,98,9/14/1993
This Film Is Not Yet Rated,Kirby Dick,98,1/25/2006
This Is England,Shane Meadows,101,9/12/2006
This Is Spinal Tap,Rob Reiner,82,3/2/1984
This Is the End,Evan Goldberg  Seth Rogen,107,6/3/2013
This Is the Life,Ava DuVernay,97,
This Must Be the Place,Paolo Sorrentino,118,5/20/2011
Those Three,Naghi Nemati,80,9/13/2007
Three Brothers,Francesco Rosi,113,3/19/1981
Three Colors: Blue,Krzysztof Kieślowski,98,1/10/1993
Three Colors: Red,Krzysztof Kieślowski,99,5/12/1994
Three Colors: White,Krzysztof Kieślowski,91,1/26/1994
Three Kings,David O. Russell,114,9/27/1999
Three Lives and Only One Death,Raoul Ruiz,123,5/15/1996
Throne of Blood,Akira Kurosawa,110,1/15/1957
Through a Glass Darkly,Ingmar Bergman,89,10/16/1961
Through the Olive Trees,Abbas Kiarostami,103,1994-05
THX 1138,George Lucas,86,3/11/1971
Tibet: Cry of the Snow Lion,Tom Peosay,104,9/13/2002
Tigerland,Joel Schumacher,101,9/13/2000
Time Changer,Rich Christiano,95,10/25/2002
Time of the Gypsies,Emir Kusturica,270,12/21/1988
Time to Leave,FranÃ§ois Ozon,81,5/16/2005
Tinker Tailor Soldier Spy,Tomas Alfredson,127,9/5/2011
Tiny Furniture,Lena Dunham,98,40252
Titan A.E.,Don Bluth  Gary Goldman,94,6/13/2000
Titanic,James Cameron,194,11/1/1997
Titus,Julie Taymor,162,12/25/1999
TMNT,Kevin Munroe,87,3/22/2007
To Be or Not to Be,Ernst Lubitsch,99,2/15/1942
To End All Wars,David L. Cunningham,125,9/2/2001
To Have and Have Not,Howard Hawks,100,10/11/1944
To Hell and Back,Jesse Hibbs,106,8/17/1955
To Kill a Mockingbird,Robert Mulligan,129,12/25/1962
To Rome with Love,Woody Allen,112,4/20/2012
To the Devil,Claire Denis,42,
Tokyo Olympiad,Kon Ichikawa,170,9/24/1965
Tokyo Story,Yasujirō Ozu,136,11/3/1953
Tongues Untied,Marlon Riggs,55,1989-07
Tootsie,Sydney Pollack,116,12/1/1982
Top Gun,Tony Scott,110,5/12/1986
Top Hat,Mark Sandrich,101,8/30/1935
Topsy-Turvy,Mike Leigh,160,9/3/1999
Tora! Tora! Tora!,Richard Fleischer  Kinji Fukasaku,144,9/23/1970
Total Eclipse,Agnieszka Holland,111,
Total Recall,Paul Verhoeven,113,6/1/1990
Touch of Evil,Orson Welles,95,4/23/1958
Touching the Void,Kevin Macdonald,106,9/5/2003
Towards Mathilde,Claire Denis,84,
Toy Story,John Lasseter,81,11/19/1995
Toy Story 2,John Lasseter  Ash Brannon,92,
Toy Story 3,Lee Unkrich,103,6/12/2010
TPB AFK: The Pirate Bay Away from Keyboard,Simon Klose,85,2/8/2013
Trading Places,John Landis,116,6/8/1983
Traffic,Steven Soderbergh,147,12/27/2000
Train of Life,Radu Mihaileanu,103,9/5/1998
Training Day,Antoine Fuqua,122,9/2/2001
Trainspotting,Danny Boyle,94,2/23/1996
Tranceformer - A Portrait of Lars von Trier,Stig BjÃ¶rkman  Fredrik von Krusenstjerna,52,12/12/1997
Transcendent Man,Robert Barry Ptolemy,83,11/5/2009
Transformers,Michael Bay,144,6/12/2007
Transformers: Dark of the Moon,Michael Bay,154,6/23/2011
Transformers: Revenge of the Fallen,Michael Bay,150,6/19/2009
Treasure Planet,Ron Clements  John Musker,95,11/5/2002
Tribulation Force,Bill Corcoran,94,10/29/2002
Trick,Jim Fall,89,1/27/1999
Trick 'r Treat,Michael Dougherty,82,12/9/2007
Trinity and Beyond: The Atomic Bomb Movie,Peter Kuran,92,9/29/1995
Tristana,Luis Buñuel,95,3/29/1970
Triumph of the Will,Leni Riefenstahl,114,3/28/1935
TRON,Steven Lisberger,96,7/9/1982
TRON: Legacy,Joseph Kosinski,125,11/30/2010
Trop tôt  trop tard,Danièle Huillet  Jean-Marie Straub,100,2/17/1982
Trouble Every Day,Claire Denis,101,
Trouble in Paradise,Ernst Lubitsch,83,10/21/1932
Troy,Wolfgang Petersen,163,5/9/2004
True Grit,Ethan Coen  Joel Coen,110,12/14/2010
True Romance,Tony Scott,120,9/10/1993
Trust,Hal Hartley,107,9/9/1990
Tsatsiki  morsan och polisen,Catherine Breillat,91,36434
Tsotsi,Gavin Hood,94,8/18/2005
Tuck Everlasting,Frederick King Keller,90,6/5/1981
Tuck Everlasting,Jay Russell,90,9/8/2002
Turkish Delight,Paul Verhoeven,108,2/22/1973
Twelve Monkeys,Terry Gilliam,129,12/27/1995
Twins,Ivan Reitman,107,12/8/1988
Twister,Jan de Bont,113,5/10/1996
Two Brothers,Jean-Jacques Annaud,109,4/7/2004
Two Friends,Jane Campion,76,
Two Lovers,James Gray,110,5/19/2008
Two Weeks Notice,Marc Lawrence,101,12/18/2002
Two-Lane Blacktop,Monte Hellman,102,7/7/1971
Tyson,James Toback,90,2008-05
U-571,Jonathan Mostow,116,4/17/2000
Ugetsu,Kenji Mizoguchi,96,3/26/1953
Ultimate X: The Movie,Bruce Hendricks,47,5/6/2002
Umberto D.,Vittorio De Sica,89,1/10/1952
Unbreakable,M. Night Shyamalan,106,11/14/2000
Uncovered: The Whole Truth About the Iraq War,Robert Greenwald,56,11/3/2004
Under the Flag of the Rising Sun,Kinji Fukasaku,96,1972
Under the Sand,FranÃ§ois Ozon,92,9/11/2000
Under the Skin,Yuri Cunza,30,6/7/2002
Under the Tuscan Sun,Audrey Wells,113,9/20/2003
Underground,Emir Kusturica,170,4/1/1995
Underworld,Len Wiseman,121,9/8/2003
Underworld: Evolution,Len Wiseman,106,1/12/2006
Underworld: Rise of the Lycans,Patrick Tatopoulos,92,1/22/2009
Unfinished Symphony: Democracy and Dissent,Bestor Cram  Mike Majoros,60,1/19/2001
Unforgiven,Clint Eastwood,131,8/3/1992
United 93,Paul Greengrass,111,4/28/2006
Unknown,Jaume Collet-Serra,113,2/16/2011
Untraceable,Gregory Hoblit,101,1/22/2008
Up,Pete Docter  Bob Peterson,96,5/13/2009
Up in Smoke,Lou Adler,86,9/15/1978
Up in the Air,Jason Reitman,109,9/5/2009
Upstream Color,Shane Carruth,96,1/21/2013
Uptown Girls,Boaz Yakin,92,8/15/2003
Urbanized,Gary Hustwit,85,9/9/2011
Utu,Geoff Murphy,118,6/27/1984
V for Vendetta,James McTeigue,132,12/11/2005
Vagabond (Without Roof or Rule),Agnès Varda,105,1985-09
Valentine's Day,Garry Marshall,125,2/8/2010
Vampyr,Carl Th. Dreyer,83,5/6/1932
